id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
745,اَلْكَبَت,الكبت,alkbt,كبت,Noun,object,الدولاب / الخزانة,خزانة خشبية أو حديدية تستخدم لحفظ الملابس والأدوات المنزلية.,general,"[""دولاب"", ""خزانة""]",[],كلمة مستخدمة بكثرة في الحياة اليومية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 110,"[{""f"": ""ضع الملابس في الخزانة يا ولد."", ""h"": ""حط الملابس في الكبت يا ولد.""}, {""f"": ""خزانتنا مليئة بالأغراض."", ""h"": ""الكبت حقنا مليان غراض.""}]",[],"[""daily life"", ""furniture"", ""cabinet""]","الكلمة: اَلْكَبَت (الكبت)
الجذر: كبت
الفصحى: الدولاب / الخزانة
المعنى: خزانة خشبية أو حديدية تستخدم لحفظ الملابس والأدوات المنزلية.
المرادفات: دولاب، خزانة
مثال: حط الملابس في الكبت يا ولد.
الوسوم: daily life، furniture، cabinet
ملاحظة: كلمة مستخدمة بكثرة في الحياة اليومية."
746,كُزْمَة,كزمه,kzmh,كزم,Noun,object,أجزاء صغيرة من الخبز,قطع صغيرة مفتتة من قرص الخبز الجاف، وغالباً ما تؤكل مع الحليب أو المرق.,general,"[""فتات"", ""قطع""]",[],تطلق على الخبز الحاف الناشف.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 110,"[{""f"": ""فتت لي الخبز في الحليب."", ""h"": ""سوي لي كزمه في الحليب.""}]",[],"[""food"", ""daily life""]","الكلمة: كُزْمَة (كزمه)
الجذر: كزم
الفصحى: أجزاء صغيرة من الخبز
المعنى: قطع صغيرة مفتتة من قرص الخبز الجاف، وغالباً ما تؤكل مع الحليب أو المرق.
المرادفات: فتات، قطع
مثال: سوي لي كزمه في الحليب.
الوسوم: food، daily life
ملاحظة: تطلق على الخبز الحاف الناشف."
747,اَلْكِرْزَام,الكرزام,alkrzam,كرزم,Noun,object,جمّار النخلة,قلب النخلة الأبيض الإسفنجي الحلو، وهو جذر العرجون (المرعاد) ويكون ليناً ويؤكل.,general,"[""مرعاد"", ""جمار""]",[],يقال: أزال الكرب حتى بلغ الكرزام.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 110,"[{""f"": ""قلب النخلة طعمه حلو وطري."", ""h"": ""الكرزام طعمه حالي ولين.""}]",[],"[""agriculture"", ""nature""]","الكلمة: اَلْكِرْزَام (الكرزام)
الجذر: كرزم
الفصحى: جمّار النخلة
المعنى: قلب النخلة الأبيض الإسفنجي الحلو، وهو جذر العرجون (المرعاد) ويكون ليناً ويؤكل.
المرادفات: مرعاد، جمار
مثال: الكرزام طعمه حالي ولين.
الوسوم: agriculture، nature
ملاحظة: يقال: أزال الكرب حتى بلغ الكرزام."
748,كَرْكَرَة,كركره,krkrh,كركر,Verb,emotion,الضحك والابتهاج,الضحك بصوت مسموع والابتهاج، ويقال يكركر أي يضحك بكثرة.,general,"[""ضحك"", ""قهقهة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""ما هذا الضحك الذي في الصالة؟"", ""h"": ""إيش ذي الكركره اللي في الصالة؟""}]",[],"[""emotions"", ""actions"", ""laugh""]","الكلمة: كَرْكَرَة (كركره)
الجذر: كركر
الفصحى: الضحك والابتهاج
المعنى: الضحك بصوت مسموع والابتهاج، ويقال يكركر أي يضحك بكثرة.
المرادفات: ضحك، قهقهة
مثال: إيش ذي الكركره اللي في الصالة؟
الوسوم: emotions، actions، laugh"
749,اَلْكُورَة,الكوره,alkwrh,كور,Noun,object,نوع من الأرز,نوع من أنواع الأرز كان يشتهر به الحضارم قديماً.,general,"[""رز""]",[],كانت تستخدم في الولائم القديمة. بضم الكاف والواو,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""طبخوا نوعاً من الأرز في الوليمة."", ""h"": ""طبخوا كوره في العزيمة.""}]",[],"[""food"", ""rice""]","الكلمة: اَلْكُورَة (الكوره)
الجذر: كور
الفصحى: نوع من الأرز
المعنى: نوع من أنواع الأرز كان يشتهر به الحضارم قديماً.
المرادفات: رز
مثال: طبخوا كوره في العزيمة.
الوسوم: food، rice
ملاحظة: كانت تستخدم في الولائم القديمة. بضم الكاف والواو"
750,كَمِين,كمين,kmyn,كم,Expression,expression,كم وكم / الكثير,تعبير يستخدم للمبالغة والتدليل على الكثرة، بمعنى 'يا كثر'.,general,"[""يا كم"", ""كثير""]",[],تستخدم كثيراً في الشعر الشعبي. بشد الميم,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""يا لكثرة السيول التي مرت من الوادي."", ""h"": ""يا كمين سيل قد مر من الوادي.""}]",[],"[""expressions""]","الكلمة: كَمِين (كمين)
الجذر: كم
الفصحى: كم وكم / الكثير
المعنى: تعبير يستخدم للمبالغة والتدليل على الكثرة، بمعنى 'يا كثر'.
المرادفات: يا كم، كثير
مثال: يا كمين سيل قد مر من الوادي.
الوسوم: expressions
ملاحظة: تستخدم كثيراً في الشعر الشعبي. بشد الميم"
751,اَلْكَسْرَة,الكسرة,alksrh,كسر,Noun,object,حركة في الرقص الشعبي,حركة معينة في رقصة الشرح أو الدراج، حيث يجثو الراقص على ركبة واحدة ويضرب الأرض بيده ثم يقوم.,general,"[""دراج""]",[],تعتبر من مهارات الراقص في الفنون الشعبية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""الراقص أدى حركة (كسرة) رائعة."", ""h"": ""الراقص جاب كسرة فنانة.""}]",[],"[""social customs"", ""arts"", ""dance""]","الكلمة: اَلْكَسْرَة (الكسرة)
الجذر: كسر
الفصحى: حركة في الرقص الشعبي
المعنى: حركة معينة في رقصة الشرح أو الدراج، حيث يجثو الراقص على ركبة واحدة ويضرب الأرض بيده ثم يقوم.
المرادفات: دراج
مثال: الراقص جاب كسرة فنانة.
الوسوم: social customs، arts، dance
ملاحظة: تعتبر من مهارات الراقص في الفنون الشعبية."
752,اَلْكرَاث,الكراث,alkrath,كرث,Noun,object,الكرات,نبات الكرات الأخضر المعروف، ويؤكل عادة بجانب الوجبات الرئيسية.,general,"[""بقل""]",[],بكسر الكاف,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""اشتر لنا حزمة كرات من السوق."", ""h"": ""اشتر لنا ربطة كراث من السوق.""}]",[],"[""nature"", ""food""]","الكلمة: اَلْكرَاث (الكراث)
الجذر: كرث
الفصحى: الكرات
المعنى: نبات الكرات الأخضر المعروف، ويؤكل عادة بجانب الوجبات الرئيسية.
المرادفات: بقل
مثال: اشتر لنا ربطة كراث من السوق.
الوسوم: nature، food
ملاحظة: بكسر الكاف"
753,اَلْكُوت,الكوت,alkwt,كوت,Noun,object,برج حراسة صغير,بناء صغير بنوافذ ضيقة يقبع فيه العسكر للحراسة، يوجد عادة على رؤوس الجبال.,general,"[""مُركز"", ""نوبة""]",[],يسمى في بعض المناطق بالمركز.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""الجنود في برج الحراسة فوق الجبل."", ""h"": ""العسكر في الكوت فوق الجبل.""}]",[],"[""buildings"", ""history"", ""guard""]","الكلمة: اَلْكُوت (الكوت)
الجذر: كوت
الفصحى: برج حراسة صغير
المعنى: بناء صغير بنوافذ ضيقة يقبع فيه العسكر للحراسة، يوجد عادة على رؤوس الجبال.
المرادفات: مُركز، نوبة
مثال: العسكر في الكوت فوق الجبل.
الوسوم: buildings، history، guard
ملاحظة: يسمى في بعض المناطق بالمركز."
754,كَامْبَه,كامبه,kambh,كامبه,Noun,object,عمود الكهرباء,العمود الخشبي أو الحديدي الذي يحمل أسلاك الكهرباء في الشوارع.,general,"[""عمود""]",[],كلمة دخيلة (الإنجليزية: Lamp post / Camp). بشد الباء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""السيارة اصطدمت بعمود الكهرباء."", ""h"": ""السيارة صدمت في الكامبه.""}]",[],"[""daily life"", ""electricity""]","الكلمة: كَامْبَه (كامبه)
الجذر: كامبه
الفصحى: عمود الكهرباء
المعنى: العمود الخشبي أو الحديدي الذي يحمل أسلاك الكهرباء في الشوارع.
المرادفات: عمود
مثال: السيارة صدمت في الكامبه.
الوسوم: daily life، electricity
ملاحظة: كلمة دخيلة (الإنجليزية: Lamp post / Camp). بشد الباء"
755,اَلْكَعْشُوش,الكعشوش,alk3shwsh,كعش,Noun,object,الشعر المنفوش,الشعر الطويل الكثيف وغير المرتب أو المنفوش.,general,"[""شوشة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 111,"[{""f"": ""سرح شعرك المنفوش قبل أن تخرج."", ""h"": ""مشط كعشوشك قبل ما تخرج.""}]",[],"[""daily life"", ""appearance"", ""hair""]","الكلمة: اَلْكَعْشُوش (الكعشوش)
الجذر: كعش
الفصحى: الشعر المنفوش
المعنى: الشعر الطويل الكثيف وغير المرتب أو المنفوش.
المرادفات: شوشة
مثال: مشط كعشوشك قبل ما تخرج.
الوسوم: daily life، appearance، hair"
756,اَلْكُوبَرَة,الكوبره,alkwbrh,كوبر,Noun,object,المزينة / الكوافيرة,المرأة التي تقوم بتجهيز العروس وتزيينها ليلة الزفاف.,general,"[""مزينة""]",[],يقال في المثل: إيش تلقي الكوبره بالوجه الشئوم.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""المزينة جاءت مبكراً عند العروس."", ""h"": ""الكوبره جت من بدري عند العروسة.""}]","[""إيش تلقي الكوبره بالوجه الشئوم""]","[""social customs"", ""women""]","الكلمة: اَلْكُوبَرَة (الكوبره)
الجذر: كوبر
الفصحى: المزينة / الكوافيرة
المعنى: المرأة التي تقوم بتجهيز العروس وتزيينها ليلة الزفاف.
المرادفات: مزينة
مثال: الكوبره جت من بدري عند العروسة.
الوسوم: social customs، women
ملاحظة: يقال في المثل: إيش تلقي الكوبره بالوجه الشئوم."
757,كِرْسُوع,كرسوع,krsw3,كرسع,Noun,object,الساعد / الكوع,جزء من الذراع، وتحديداً الساعد أو المنطقة المحيطة بالكوع.,general,"[""ساعد""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""جُرحت في ساعدي وأنا ألعب."", ""h"": ""تعورت في كرسوعي وأنا ألعب.""}]",[],"[""body"", ""arm""]","الكلمة: كِرْسُوع (كرسوع)
الجذر: كرسع
الفصحى: الساعد / الكوع
المعنى: جزء من الذراع، وتحديداً الساعد أو المنطقة المحيطة بالكوع.
المرادفات: ساعد
مثال: تعورت في كرسوعي وأنا ألعب.
الوسوم: body، arm"
758,اَلْكُوَه,الكواه,alkwh,كوه,Noun,object,المدخنة / الفتحة الجدارية,فتحة في الجدار لخروج الدخان، أو كوة يوضع فيها السراج (الفانوس).,general,"[""مدخنة"", ""فتحة""]",[],توجد عادة فوق التنور في المطبخ.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""الدخان يخرج من فتحة المدخنة."", ""h"": ""الدخان يخرج من الكواه.""}]",[],"[""buildings""]","الكلمة: اَلْكُوَه (الكواه)
الجذر: كوه
الفصحى: المدخنة / الفتحة الجدارية
المعنى: فتحة في الجدار لخروج الدخان، أو كوة يوضع فيها السراج (الفانوس).
المرادفات: مدخنة، فتحة
مثال: الدخان يخرج من الكواه.
الوسوم: buildings
ملاحظة: توجد عادة فوق التنور في المطبخ."
759,اَلْكِفَّة,الكفة,alkfh,كفف,Noun,object,كفة الميزان,إحدى جهتي الميزان التي يوضع فيها الموزون أو الأثقال.,general,"[""كفة""]",[],بشد الفاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""وزن هذه الكفة أكثر من الأخرى."", ""h"": ""وزن الكفة ذي أكثر من ذي.""}]",[],"[""daily life"", ""tools"", ""scale""]","الكلمة: اَلْكِفَّة (الكفة)
الجذر: كفف
الفصحى: كفة الميزان
المعنى: إحدى جهتي الميزان التي يوضع فيها الموزون أو الأثقال.
المرادفات: كفة
مثال: وزن الكفة ذي أكثر من ذي.
الوسوم: daily life، tools، scale
ملاحظة: بشد الفاء"
760,اَلْكَف,الكف,alkf,كفف,Noun,object,المسطرين / أداة بناء,أداة حديدية يستخدمها البناء لتوزيع الأسمنت بين الأحجار.,general,"[""مسطرين""]",[],أداة أساسية في مهنة البناء التقليدية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""البنّاء يمسك أداة البناء بيده."", ""h"": ""المعلم يمسك الكف بيده.""}]",[],"[""tools"", ""occupations"", ""builder""]","الكلمة: اَلْكَف (الكف)
الجذر: كفف
الفصحى: المسطرين / أداة بناء
المعنى: أداة حديدية يستخدمها البناء لتوزيع الأسمنت بين الأحجار.
المرادفات: مسطرين
مثال: المعلم يمسك الكف بيده.
الوسوم: tools، occupations، builder
ملاحظة: أداة أساسية في مهنة البناء التقليدية."
761,اَلْكِرَى,الكرى,alkra,كري,Noun,object,الأجرة,المبلغ المدفوع مقابل خدمة أو استئجار شيء (سيارة، منزل، عامل).,general,"[""أجرة""]",[],الكرية هي العاملة بالأجرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""كم أجرة السيارة إلى المكلا؟"", ""h"": ""كم كرى السيارة للمكلا؟""}]","[""أم العمل ما هي كما الكرية""]","[""finance"", ""daily life"", ""worker""]","الكلمة: اَلْكِرَى (الكرى)
الجذر: كري
الفصحى: الأجرة
المعنى: المبلغ المدفوع مقابل خدمة أو استئجار شيء (سيارة، منزل، عامل).
المرادفات: أجرة
مثال: كم كرى السيارة للمكلا؟
الوسوم: finance، daily life، worker
ملاحظة: الكرية هي العاملة بالأجرة."
762,اَلْكَلَان,الكلان,alklan,كلن,Noun,person,العريس,لفظ يطلق على الرجل في ليلة زفافه.,general,"[""عريس""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""العريس وصل إلى المسجد."", ""h"": ""الكلان وصل المسجد.""}]",[],"[""social customs"", ""marriage""]","الكلمة: اَلْكَلَان (الكلان)
الجذر: كلن
الفصحى: العريس
المعنى: لفظ يطلق على الرجل في ليلة زفافه.
المرادفات: عريس
مثال: الكلان وصل المسجد.
الوسوم: social customs، marriage"
763,اَلْكارة,الكارة,alkarh,كور,Noun,object,إزار أبيض رخيص,نسيج أبيض بسيط ورخيص الثمن يتزر به الرجال، يغطي النصف الأسفل من الجسم.,general,"[""إزار""]",[],كان يلبس قديماً بكثرة لبساطته.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""اشترى له إزاراً أبيض جديداً."", ""h"": ""اشترى له كارة جديدة.""}]",[],"[""clothing"", ""blanket""]","الكلمة: اَلْكارة (الكارة)
الجذر: كور
الفصحى: إزار أبيض رخيص
المعنى: نسيج أبيض بسيط ورخيص الثمن يتزر به الرجال، يغطي النصف الأسفل من الجسم.
المرادفات: إزار
مثال: اشترى له كارة جديدة.
الوسوم: clothing، blanket
ملاحظة: كان يلبس قديماً بكثرة لبساطته."
764,كمْبَل,كمبل,kmbl,كمبل,Noun,object,البطانية,غطاء صوفي سميك يستخدم للتدفئة أثناء النوم.,general,"[""بطانية"", ""سليمود""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 112,"[{""f"": ""تغط بالبطانية الجو بارد."", ""h"": ""تغط بالكمبل الدنيا برد.""}]",[],"[""daily life"", ""furniture""]","الكلمة: كمْبَل (كمبل)
الجذر: كمبل
الفصحى: البطانية
المعنى: غطاء صوفي سميك يستخدم للتدفئة أثناء النوم.
المرادفات: بطانية، سليمود
مثال: تغط بالكمبل الدنيا برد.
الوسوم: daily life، furniture"
765,كُلِّين,كلين,klyn,كلل,Noun,expression,كل واحد / الجميع,لفظ بمعنى كل شخص أو كل فرد على حدة.,general,"[""كل واحد""]",[],تستخدم في الشعر والأمثال كثيراً.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""كل واحد يفتخر بما عنده."", ""h"": ""كلين يعرض بخيله.""}]",[],"[""daily life"", ""expressions"", ""everyone""]","الكلمة: كُلِّين (كلين)
الجذر: كلل
الفصحى: كل واحد / الجميع
المعنى: لفظ بمعنى كل شخص أو كل فرد على حدة.
المرادفات: كل واحد
مثال: كلين يعرض بخيله.
الوسوم: daily life، expressions، everyone
ملاحظة: تستخدم في الشعر والأمثال كثيراً."
766,اَلْكَعْلَة,الكعلة,alk3lh,كعل,Noun,object,المصباح الصغير,المصباح الكهربائي الصغير (اللمبة).,general,"[""لمبة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""أطفئ المصباح قبل أن تنام."", ""h"": ""طفي الكعلة قبل ما تنام.""}]",[],"[""daily life"", ""tools"", ""light""]","الكلمة: اَلْكَعْلَة (الكعلة)
الجذر: كعل
الفصحى: المصباح الصغير
المعنى: المصباح الكهربائي الصغير (اللمبة).
المرادفات: لمبة
مثال: طفي الكعلة قبل ما تنام.
الوسوم: daily life، tools، light"
767,اَلْكُعَال,الكعال,alk3al,كعل,Noun,object,الخصيتين,لفظ يطلق على الخصيتين، ومفردها كُعله.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,[],[],"[""body""]","الكلمة: اَلْكُعَال (الكعال)
الجذر: كعل
الفصحى: الخصيتين
المعنى: لفظ يطلق على الخصيتين، ومفردها كُعله.
الوسوم: body"
768,كَسْعَة,كسعه,ks3h,كسع,Noun,object,محفظة نقود,محفظة صغيرة جداً تستخدمها لحفظ العملات المعدنية والورقية.,general,"[""بوك"", ""محفظة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""وضعت النقود في المحفظة الصغيرة."", ""h"": ""حطيت الفلوس في الكسعة.""}]",[],"[""daily life"", ""wallet"", ""money""]","الكلمة: كَسْعَة (كسعه)
الجذر: كسع
الفصحى: محفظة نقود
المعنى: محفظة صغيرة جداً تستخدمها لحفظ العملات المعدنية والورقية.
المرادفات: بوك، محفظة
مثال: حطيت الفلوس في الكسعة.
الوسوم: daily life، wallet، money"
769,كُور,كور,kwr,كور,Noun,object,الرأس / البليد,بمعنى الرأس، وتطلق أيضاً مجازاً على الشخص الذي لا يفهم أو استيعابه بطيء.,general,"[""رأس""]",[],يقال: فلان كوره يابس.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""يا بليد، افهم ما يقال."", ""h"": ""يا كور، افهم الكلام.""}]",[],"[""body"", ""appearance"", ""head""]","الكلمة: كُور (كور)
الجذر: كور
الفصحى: الرأس / البليد
المعنى: بمعنى الرأس، وتطلق أيضاً مجازاً على الشخص الذي لا يفهم أو استيعابه بطيء.
المرادفات: رأس
مثال: يا كور، افهم الكلام.
الوسوم: body، appearance، head
ملاحظة: يقال: فلان كوره يابس."
770,اَلْكَزَّابَة,الكزابة,alkzabh,كزب,Noun,object,جوز الهند,ثمرة جوز الهند (النارجيل).,general,"[""نارجيل""]",[],تستخدم في المثل: بطيخة ولا كزابة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""شربت ماء جوز الهند."", ""h"": ""شربت ماء الكزابة.""}]","[""بطيخة ولا كزابة""]","[""nature"", ""food"", ""coconut""]","الكلمة: اَلْكَزَّابَة (الكزابة)
الجذر: كزب
الفصحى: جوز الهند
المعنى: ثمرة جوز الهند (النارجيل).
المرادفات: نارجيل
مثال: شربت ماء الكزابة.
الوسوم: nature، food، coconut
ملاحظة: تستخدم في المثل: بطيخة ولا كزابة."
771,اَلْكُوفِيَّة,الكوفيه,alkwfyh,كوف,Noun,object,الطاقية,غطاء الرأس الذي يلبس تحت العمامة، وأفخمها الزنجبارية أو السواحلية.,general,"[""طاقية"", ""قلنسوة""]",[],تحمي من العرق وحرارة الشمس.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""لبس الطاقية الزنجبارية في حفل الزفاف."", ""h"": ""لبس الكوفية الزنجبارية في العرس.""}]",[],"[""clothing"", ""social customs"", ""hat""]","الكلمة: اَلْكُوفِيَّة (الكوفيه)
الجذر: كوف
الفصحى: الطاقية
المعنى: غطاء الرأس الذي يلبس تحت العمامة، وأفخمها الزنجبارية أو السواحلية.
المرادفات: طاقية، قلنسوة
مثال: لبس الكوفية الزنجبارية في العرس.
الوسوم: clothing، social customs، hat
ملاحظة: تحمي من العرق وحرارة الشمس."
772,كَعْوِيلَة,كعويله,k3wylh,كعول,Noun,object,حلوى الأعواد,نوع من أنواع الحلوى التقليدية التي تكون على شكل أعواد (مليم عود).,general,"[""حلاوة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 113,"[{""f"": ""الأطفال يحبون حلوى الأعواد."", ""h"": ""السقل  يحبون الكعويلة.""}]",[],"[""food"", ""daily life"", ""sweet""]","الكلمة: كَعْوِيلَة (كعويله)
الجذر: كعول
الفصحى: حلوى الأعواد
المعنى: نوع من أنواع الحلوى التقليدية التي تكون على شكل أعواد (مليم عود).
المرادفات: حلاوة
مثال: السقل  يحبون الكعويلة.
الوسوم: food، daily life، sweet"
773,اَلْكُمَّة,الكمه,alkmh,كمم,Noun,object,غطاء رأس صوفي,غطاء صوفي يغطي الرأس والأذنين في الشتاء للرجال، أو غطاء رأس للأطفال حديثي الولادة.,general,"[""قبعة شتوية""]",[],تخاط عادة من بقايا الأقمشة ولها بطانة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""البس قبعة الشتاء الجو بارد جداً."", ""h"": ""البس الكمه البرد قارس.""}]",[],"[""clothing"", ""daily life"", ""hat""]","الكلمة: اَلْكُمَّة (الكمه)
الجذر: كمم
الفصحى: غطاء رأس صوفي
المعنى: غطاء صوفي يغطي الرأس والأذنين في الشتاء للرجال، أو غطاء رأس للأطفال حديثي الولادة.
المرادفات: قبعة شتوية
مثال: البس الكمه البرد قارس.
الوسوم: clothing، daily life، hat
ملاحظة: تخاط عادة من بقايا الأقمشة ولها بطانة."
774,اَلْكِفَاة,الكفاه,alkfah,كفه,Noun,object,عتبة الباب العلوية,خشبة الإطار العلوي للباب، وغالباً ما ينحت عليها آيات أو حكم أو تاريخ البناء.,general,[],[],يقال في المثل: قع مردم تقع كفاة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""نحتوا اسمه على العتبة العلوية للباب."", ""h"": ""نحتوا اسمه على كفاة الباب.""}]","[""قع مردم تقع كفاة""]","[""buildings"", ""door""]","الكلمة: اَلْكِفَاة (الكفاه)
الجذر: كفه
الفصحى: عتبة الباب العلوية
المعنى: خشبة الإطار العلوي للباب، وغالباً ما ينحت عليها آيات أو حكم أو تاريخ البناء.
مثال: نحتوا اسمه على كفاة الباب.
الوسوم: buildings، door
ملاحظة: يقال في المثل: قع مردم تقع كفاة."
775,اَلْكَرْتَة,الكرته,alkrth,كرت,Noun,object,فستان قصير,فستان للبنات يكون ضيقاً من الأعلى ومتسعاً من الأسفل، ويغطي الركبتين.,general,"[""فستان""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""البنت لبست فستاناً جديداً."", ""h"": ""البنت لبست كرته جديدة.""}]",[],"[""clothing"", ""women"", ""dress""]","الكلمة: اَلْكَرْتَة (الكرته)
الجذر: كرت
الفصحى: فستان قصير
المعنى: فستان للبنات يكون ضيقاً من الأعلى ومتسعاً من الأسفل، ويغطي الركبتين.
المرادفات: فستان
مثال: البنت لبست كرته جديدة.
الوسوم: clothing، women، dress"
776,اَلْكَرَع,الكرع,alkr3,كرع,Noun,object,ماء المطر,ماء المطر النقي العذب الصالح للشرب.,general,"[""ماء مطر""]",[],يحرص الناس على جمعه لصفائه.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""ماء المطر طعمه عذب."", ""h"": ""ماء الكرع طعمه عذب.""}]",[],"[""nature"", ""daily life"", ""water""]","الكلمة: اَلْكَرَع (الكرع)
الجذر: كرع
الفصحى: ماء المطر
المعنى: ماء المطر النقي العذب الصالح للشرب.
المرادفات: ماء مطر
مثال: ماء الكرع طعمه عذب.
الوسوم: nature، daily life، water
ملاحظة: يحرص الناس على جمعه لصفائه."
777,اَلْكِلَيْت,الكليت,alklyt,كليت,Noun,object,لباس للأطفال,قميص له أكمام تخاط معه قطعة أخرى تشبه الإزار، يلبسه الأطفال عند البدء في المشي.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""الطفل بدأ يمشي وألبسوه لباس الصغار التقليدي."", ""h"": ""الولد بدا يمشي ولبسوه الكليت.""}]",[],"[""clothing"", ""children"", ""dress""]","الكلمة: اَلْكِلَيْت (الكليت)
الجذر: كليت
الفصحى: لباس للأطفال
المعنى: قميص له أكمام تخاط معه قطعة أخرى تشبه الإزار، يلبسه الأطفال عند البدء في المشي.
مثال: الولد بدا يمشي ولبسوه الكليت.
الوسوم: clothing، children، dress"
778,اَلْكَوْتَع,الكلمه,alkwt3,كوتع,Noun,object,صندوق الملابس الكبير,صندوق خشبي كبير يستخدم لحفظ الملابس والأغراض الشخصية، وحل محله الدولاب حديثاً.,general,"[""صندوق"", ""سحارة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""f"": ""كانت جدتي تحفظ ذهبها في الصندوق الخشبي الكبير."", ""h"": ""كانت جدتي تحفظ ذهبها في الكوتع.""}]",[],"[""daily life"", ""furniture""]","الكلمة: اَلْكَوْتَع (الكلمه)
الجذر: كوتع
الفصحى: صندوق الملابس الكبير
المعنى: صندوق خشبي كبير يستخدم لحفظ الملابس والأغراض الشخصية، وحل محله الدولاب حديثاً.
المرادفات: صندوق، سحارة
مثال: كانت جدتي تحفظ ذهبها في الكوتع.
الوسوم: daily life، furniture"
779,كِرْفَان,كرفان,krfan,كرف,Noun,object,حفر تجميع المياه,جمع كريف، وهي حفر في الأرض يتجمع فيها ماء المطر، يستفيد منها الناس والحيوان.,general,"[""كريف"", ""حفر مياه""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 115,"[{""f"": ""سقينا الأغنام من حفر مياه المطر."", ""h"": ""سقينا الغنم من الكرفان.""}]",[],"[""nature"", ""agriculture"", ""water""]","الكلمة: كِرْفَان (كرفان)
الجذر: كرف
الفصحى: حفر تجميع المياه
المعنى: جمع كريف، وهي حفر في الأرض يتجمع فيها ماء المطر، يستفيد منها الناس والحيوان.
المرادفات: كريف، حفر مياه
مثال: سقينا الغنم من الكرفان.
الوسوم: nature، agriculture، water"
780,اَلْكُوز,الكوز,alkwz,كوز,Noun,object,إناء فخاري,إناء مصنوع من الفخار يستخدم لحفظ مياه الشرب وتبريدها طبيعياً.,general,"[""جرة""]",[],يقول الشاعر: ما في جهنم كوز بارد.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 115,"[{""f"": ""ماء الإناء الفخاري يروي العطش."", ""h"": ""ماء الكوز يروي العطشان.""}]",[],"[""daily life"", ""tools""]","الكلمة: اَلْكُوز (الكوز)
الجذر: كوز
الفصحى: إناء فخاري
المعنى: إناء مصنوع من الفخار يستخدم لحفظ مياه الشرب وتبريدها طبيعياً.
المرادفات: جرة
مثال: ماء الكوز يروي العطشان.
الوسوم: daily life، tools
ملاحظة: يقول الشاعر: ما في جهنم كوز بارد."
